Title,Text,Date,Media,Link
Trump wants to provide a tax credit for caregivers. Here's what experts say about the proposal,"JGI/Tom Grill | Tetra images | Getty Images

At a recent campaign rally, President-elect Donald Trump promised new financial help for family caregivers. ""I will support a tax credit for family caregivers who take care of a parent or a loved one,"" Trump said during an October speech at New York's Madison Square Garden. ""It's about time that they were recognized, right?"" he said. ""They add so much to our country and are never spoken of ever, ever, ever, but they're going to be spoken of now."" Trump has not elaborated on the details of that tax credit, and his team did not respond to requests for comment. He has also promised other tax breaks, including eliminating taxes on Social Security benefits, tips and overtime and a deduction for auto loan interest payments. ""It definitely adds up to big net tax cut,"" Garrett Watson, senior policy analyst at the Tax Foundation, said of the president-elect's tax proposals.

Family caregiving has a 'political moment'

Family caregiving had a ""bit of a political moment"" this election cycle, with both presidential candidates addressing the topic, Nancy LeaMond, chief advocacy and engagement officer at AARP, said during a webinar Monday hosted by the organization, which represents people ages 50 and up. About 48 million Americans help take care of aging parents, spouses or other loved ones, according to AARP. And about 78% of those caregivers have paid for care-related expenses out of their own pockets. On average, that adds up to about $7,200 per year. ""This adds to the economic strain they feel and anxiety about their long-term financial security,"" LeaMond said. ""They're cutting back on personal spending, dipping into their savings and reducing what they're saving for their own retirement."" A record number of Americans are expected to turn 65 in the coming years. However, the share of potential caregivers is projected to shrink versus the number of older adults who may need long-term care, according to AARP.

watch now

No one policy will be a 'silver bullet,' expert says",Nov 13 2024,CNBC,https://www.cnbc.com/2024/11/13/trump-wants-to-provide-caregivers-with-a-tax-credit-what-experts-say.html
How Black business leaders are thinking about a coming Trump administration,"Black business leaders are trying to figure out why Vice President Kamala Harris lost the presidential race, and how to approach the coming administration of President-elect Donald Trump.

""It certainly means change. That's what the voters wanted, and that's what they thought President Trump represents,"" said Charles Phillips, co-chair of the Black Economic Alliance and co-founder of Recognize.

""What contributed to Trump's win is people are tired of the cultural battles ... people are more interested in kitchen table and economic issues,"" he told CNBC in an interview.

According to NBC News, Trump's economic policies were a key reason he gained support from Black voters in battleground states such as North Carolina and Wisconsin.

But Ryan Wilson, co-founder and CEO of the Gathering Spot, believes Harris' race and gender were the primary reasons for her loss.

""I don't know another way to have the discussion but to point to America's old enemies, racism and sexism. We have to continue to fight that,"" Wilson said to CNBC.",Nov 8 2024,CNBC,https://www.cnbc.com/2024/11/08/black-business-leaders-trump-administration-harris-loss.html
Trump Media shares surge 21% after Trump rally in New York City,"Republican presidential nominee and former President Donald Trump holds a rally at Madison Square Garden in New York on Oct. 27, 2024.

But the Truth Social operator recovered all of those losses in October, as the election between Trump and Vice President Kamala Harris , the Democratic nominee, entered its final weeks.

That spike was followed by a major sell-off that hit bottom in late September, when DJT stock scraped below $12 a share.

Trump Media stock closed $47.36 per share, eclipsing its recent peak in mid-July, when the company's market value soared after Trump was nearly assassinated at a rally in Pennsylvania.

Shares of Donald Trump 's social media company surged more than 21% Monday, on the heels of the Republican presidential nominee's campaign rally in New York City.

Trump owns nearly 57% of Trump Media. That stake at Monday's intraday high totaled about $5.4 billion — more than half of Trump's on-paper net worth, according to Forbes.

The value of Trump's majority stake has increased about $4 billion in the weeks since Trump Media hit its late-September lows.

During that time, the company has rolled out a separate streaming app, Truth+, and announced the resignation of its chief operating officer.

But analysts have frequently suggested that Trump Media's multibillion-dollar market value and volatile stock movements have little to do with company news — or the performance of Truth Social, which generates scant revenue and draws a relatively miniscule audience.

They have instead come to view the stock as an outlet for the company's many pro-Trump retail investors to support the former president, and a proxy for betting on his odds of retaking the White House.

Monday's stock surge could suggest those traders are feeling a burst of enthusiasm after Trump's much-promoted rally in Manhattan's Madison Square Garden, which drew thousands of his supporters to the heart of a deep-blue metropolis.

""Our dear President @realDonaldTrump packs MSG yesterday for the Rally of a lifetime and TODAY, the entire market is UP UP UP!!! $DJT,"" one Truth Social user wrote Monday morning in a Trump Media shareholder group.

Trump Media's recent gains have coincided with a shift in the Republican's favor on political betting sites such as Polymarket and Kalshi, even as polls broadly show a neck-and-neck race.

Odds and gambling platforms do not use the same methodologies used by traditional political polling, and therefore are not substitutes for political polls.

Critics have raised concerns that the election betting markets are being manipulated.

Polymarket confirmed last week that a single French national built a massive pro-Trump position on its presidential election bet using four separate accounts.",Oct 28 2024,CNBC,https://www.cnbc.com/2024/10/28/djt-trump-media-stock-election-rally-nyc.html
Tesla hits $1 trillion market cap as stock rallies after Trump win,"Elon Musk on stage before Republican presidential nominee former President Donald Trump speaks at a rally at Madison Square Garden in New York, NY on Sunday, October 27, 2024.

Tesla had a market cap of $807.1 billion through Tuesday's close. Before this week's rally, shares of the carmaker were up about 1% for the year. Tesla's stock is now up about 30% year to date.

The company's stock has rallied about 29% this week after Donald Trump won the U.S. presidential election and investors have grown optimistic that the former leader's return to the White House could benefit Tesla. Elon Musk , Tesla's CEO, has been a key ally for Trump throughout his campaign, pouring at least $130 million into a pro-Trump campaign effort.

Tesla rejoins a growing club of tech names that are now worth more than $1 trillion, including Nvidia , Apple , Microsoft , Alphabet , Amazon and Meta (though all but Meta are worth more than $2 trillion). Tesla's market cap first crossed the $1 trillion mark in October 2021.

Wedbush Securities analyst Dan Ives has said that a potential Trump administration could spell less regulation for Tesla and other companies.

""Tesla has the scale and scope that is unmatched in the EV industry and this dynamic could give Musk and Tesla a clear competitive advantage in a non-EV subsidy environment, coupled by likely higher China tariffs that would continue to push away cheaper Chinese EV players (BYD, Nio, etc.) from flooding the U.S. market over the coming years,"" Ives wrote in a note to clients this week.

Trump has said previously he may cut the federal $7,500 electric vehicle tax credit. Those credits have helped to drive sales of Tesla vehicles historically.

In its most recent earnings update, Tesla reported revenue of $25.18 billion and net income of $2.17 billion in the third quarter.

CEO Musk said on the earnings call that his ""best guess"" was that ""vehicle growth"" would reach 20% to 30% next year, due to ""lower cost vehicles"" and the ""advent of autonomy.""

Tesla has been promising, and developing, driverless vehicle technology for more than a decade. Its key U.S. competitor, Alphabet-owned Waymo, has pulled ahead and is already operating commercial robotaxi services in several major cities.

On the third-quarter call, Musk said he would use his sway with a Trump-Vance administration to establish a ""federal approval process for autonomous vehicles."" Currently, approvals happen at the state level, which the CEO sees as a regulatory hurdle Tesla will need to overcome once it finally offers more than partially automated driving systems.

— CNBC's Lora Kolodny contributed to this report.

Correction: This story has been updated to correct the year Tesla's market cap crossed $1 trillion for the first time. Tesla's net income was $2.17 billion in the third quarter. An earlier version misstated the figure.",Nov 8 2024,CNBC,https://www.cnbc.com/2024/11/08/tesla-hits-1-trillion-market-cap-as-stock-rallies-after-trump-win.html
 Mortgage rates are likely to stay high after Trump's election win—despite Fed rate cuts,"The rate has risen by nearly 1% since September, even after two Federal Reserve cuts to its benchmark interest rate totaling 0.75%, including a 25 basis point cut announced Thursday .

Following Donald Trump's Presidential election win, 30-year fixed mortgage rates briefly surged, settling at 6.98% as of Thursday, according to Mortgage News Daily .

Recent interest rate cuts have brought relief to credit card, personal loan and auto borrowers, but homebuyers are unlikely to catch a break as mortgage rates continue to climb.

While mortgage rates often move in step with the Fed's benchmark rate, they're more directly tied to 10-year Treasury bond yields. These yields tend to rise when investors expect stronger economic growth and higher inflation — even when the Federal Reserve is cutting the federal funds rate.

""Since the middle of September, there have been a series of economic data reports showing that the economy is stronger than expected,"" says Melissa Cohn, regional vice president of William Raveis Mortgage in New York. ""When people have jobs and make money, they spend it, and that's inflationary.""

The ramp up in mortgage rates also reflects market expectations that ""President-elect Trump will accelerate the growth of the budget deficit more quickly than Vice President Harris would,"" says Michael Nourmand, president of the brokerage Nourmand & Associates in Los Angeles. Trump's proposed tariffs on imported goods could also drive inflation by raising prices, he says.

Mortgage rates are expected to ease slightly in the coming months, but will likely remain around 6% well into 2025, according to forecasts by major mortgage lenders and industry associations — nearly double their levels from three years ago.

But if Republicans gain control of the presidency and both chambers of Congress, fewer obstacles to new spending could drive bond yields higher, with investors expecting more borrowing and inflation risks, according to Mortgage News Daily.

Either way, ""continued deficit spending, coupled with discussions of additional tariffs on imports, is likely to keep [mortgage] rates elevated through the remainder of 2024,"" says Nourmand.

Want to earn more money at work? Take CNBC's new online course How to Negotiate a Higher Salary. Expert instructors will teach you the skills you need to get a bigger paycheck, including how to prepare and build your confidence, what to do and say, and how to craft a counteroffer. Start today and use coupon code EARLYBIRD for an introductory discount of 50% off through November 26, 2024.

Plus, sign up for CNBC Make It's newsletter to get tips and tricks for success at work, with money and in life.",Nov 7 2024,CNBC,https://www.cnbc.com/2024/11/07/why-mortgage-rates-keep-climbing-despite-fed-interest-rate-cuts.html
"Argentina's Milei is a VIP at Mar-a-Lago as Trump, Musk embrace his attacks on government spending","Self-described anarcho-capitalist President Javier Milei of Argentina became the first foreign leader to visit President-elect Donald Trump since he won a second term, arriving in Florida on Thursday to attend a gala dinner at Trump's Mar-a-Lago resort, where Milei was a VIP speaker.

""The world is a much better place, and the winds of freedom are blowing much stronger,"" now that Trump had been elected, said Milei.

He called Trump's Nov. 5 victory, ""The greatest political comeback in all of history, defying the political establishment even at the risk of his own life.""

Milei also name-checked another attendee in the gala crowd: Tesla and SpaceX CEO Elon Musk.

""I would like to thank the great Elon Musk for the wonderful job he has been doing to save humanity,"" Milei said through an interpreter.

Milei's presence in Florida on Thursday, and his warm words for Trump and Musk, offer a glimpse of what is an evolving, and important, dynamic between the two American billionaires and a leader who has promised to save Argentina's long-struggling economy through ""shock therapy"" — deep spending cuts and slashing regulations.

Musk and Milei are already big fans of each other. They've met several times, and Milei has been to the Tesla factory and posted photos of the two together.

A photo Milei posted in September shows Musk sporting a ""dark MAGA"" hat, Trump's campaign logo written in black on black.

Photos from the Thursday gala posted on social media showed Musk, Milei and Trump together, all smiles.

Musk has spent the last week at Mar-a-Lago, acting as one of Trump's closest advisors as the president-elect fills his Cabinet with unexpected picks — several of whom have promised to bring their own kind of shock therapy to the federal agencies they've been chosen to lead.

Trump has also announced that Musk and entrepreneur Vivek Ramaswamy will lead a ""Department of Government Efficiency,"" that will be dedicated to drastically cutting the federal budget.

The announcement fulfilled Trump's campaign promise to give Musk a major role advising his administration on government spending. Despite the name, the DOGE will not be a federal agency, acting instead as an outside advisory panel to the White House Office of Management and Budget.

Still, Musk claims he can cut $2 trillion out of the roughly $6.75 trillion U.S. budget. The only place where cuts on this scale have been implemented in recent years is Argentina, under Milei.

""All government spending, it either becomes inflation or direct taxation. The Department of Government Efficiency is going to fix that,"" Musk said at Trump's Madison Square Garden rally last month.

To understand the origins of Musk's notion of reducing the federal budget by a third, consider what Milei has accomplished.

Since taking office last December, Milei has cut Argentina's federal spending by 32%, according to the Center for Argentine Political Economy, or CEPA.

In a country where annual inflation rates have topped 300% and destabilized the nation, this October, inflation in Argentina hit its lowest level since 2017: 2.7%",Nov 15 2024,CNBC,https://www.cnbc.com/2024/11/15/trump-elon-musk-javier-milei-government-cuts.html
"Trump family gets 75% of crypto coin revenue, has no liability, new document reveals","Donald Trump's crypto project, World Liberty Financial, published a 13-page document Thursday that described its mission and how tokens can be allocated, and that indicated that the Republican presidential nominee and his family could take home 75% of net revenue.

In what it calls the ""World Liberty Gold Paper,"" World Liberty Financial, or WLF, said the Trump family will receive 22.5 billion ""$WLFI"" tokens, currently valued at $337.5 million, based on the price of 1.5 cents per token at launch this week.

Trump, who's in a virtual dead heat with Vice President Kamala Harris as the election reaches its closing stages, has spent months pumping his crypto project, previously branding it as ""The DeFiant Ones,"" a play on DeFi, short for decentralized finance.

On Tuesday, the project launched the WLFI token and said in a roadmap that it was looking to raise $300 million at a $1.5 billion valuation in its initial sale. As of Thursday, only $12.9 million worth of the token has been sold, according to its website.

The paper released Thursday shows that Trump and his family assume no liability. It indicates that none of them are directors, employees, managers or operators of WLF or its affiliates, and said the project and the tokens ""are not political and have no affiliation with any political campaign.""

WLF didn't respond to a request for comment. The Trump campaign referred questions to the Trump Organization, which didn't immediately responded to a request for comment.

Crypto projects typically release white papers before they launch their coins, offering a guide so that investors can learn more about the mission, goals and how future tokens get allocated. WLF's paper says that a Delaware-based company named DT Marks DEFI LLC, which is connected to the former president, is set to receive three-quarters of the net protocol revenues.

WLF bills itself as a crypto bank where customers will be encouraged to borrow, lend and invest in digital coins. The document released Thursday defines net protocol revenue as income to WLF from ""any source, including without limitation platform use fees, token sale proceeds, advertising or other sources of revenue, after deduction of agreed expenses and reserves for WLF's continued operations.""

Some $30 million of the initial revenue is earmarked to be held in a reserve intended to cover operating expenses and other financial obligations.

The remaining 25% of net protocol revenue is set to go to Axiom Management Group, or AMG, a Puerto Rico LLC wholly owned by Chase Herro and Zachary Folkman, two of the co-founders.

Folkman previously had a company called Date Hotter Girls and reportedly helped develop crypto project Dough Finance. Herro worked on Dough and launched another crypto trading business a decade ago called Pacer Capital, which appears to now be defunct.

AMG has agreed to allocate half of its rights to net protocol revenues to a third LLC called WC Digital Fi, which is an affiliate of Trump's close friend and political donor, Steve Witkoff, as well as to ""certain of his family members."" Witkoff's son, Zachary, is also listed as one of the co-founders of the project.

Folkman previously said just 20% of WLF's tokens would be allotted to the founding team, which includes the Trump family. The paper spells out the breakdown of anticipated coin allocation, with 35% of total supply allocated to the token sale, 32.5% to community growth and incentives, 30% to initial support allocation, and 2.5% to team and advisors.

The document specifies in the fine print that these ""anticipated token distribution amounts are subject to change."" It's unclear which categories include Trump and his family.

The paper calls Trump the ""chief crypto advocate."" His three sons are all ""Web3 ambassadors.""

WATCH: Crypto warms up to Kamala Harris",Oct 17 2024,CNBC,https://www.cnbc.com/2024/10/17/trump-crypto-project-allows-ex-president-family-to-make-75percent-of-revenue.html
"Investors should stay with their long-term financial plans no matter who is in the White House, advisors say","A version of this article first appeared in CNBC's Money 101 newsletter with Sharon Epperson, an eight-week series to improve your financial wellness with monthly updates. Sign up to receive these editions, straight to your inbox. Stocks soared in the days after President-elect Donald Trump won the 2024 election, and the Federal Reserve announced another interest rate cut less than two days later. The Dow Jones Industrial Average, S&P 500 and Nasdaq markets reached record highs and their best week in a year. Yet, Wall Street's reaction to the election outcome does not reflect how many Americans feel about the state of their personal finances, some financial experts say. ""Vibecession,"" or the disconnect between the markets, the economy and people's feelings about their financial standing, continues. Feelings, however, should not overshadow anyone's focus when assessing the potential impact of a second Trump presidency when it comes to finances, advisors say. ""While a new presidency may bring changes to the economic environment, it's crucial to focus on financial strategies within our control,"" said certified financial planner Rianka Dorsainvil, founder and senior wealth advisor at YGC Wealth and a member of the CNBC Financial Advisor Council. ""Stick to your long-term financial plan, adjusting only when your personal circumstances or goals change.""

Consumers and investors have little or no control over government policies on tariffs, taxes, interest rates or the state of the economy. However, improving your personal economy is possible by taking better control of your money, experts say. Here are five ways to improve your finances: 1. Build an emergency fund Build up your emergency funds in a high-yield savings account. ""Aim for three to six months of living expenses,"" Dorsainvil said. ""This financial buffer provides peace of mind and stability, regardless of broader economic conditions. It ensures you're prepared for unexpected expenses or income disruptions."" 2. Increase savings goals Boost savings goals in accounts that also offer tax breaks. Compare tax advantages of traditional and Roth 401(k) plans and other workplace retirement savings accounts — and Roth IRAs, too. ""If you've got a 401(k) plan with a matching contribution, if you put it in the stable value fund or the cash option and you put in $100 with each paycheck, you're ahead of the game,"" said CFP Lee Baker, founder of Claris Financial Advisors in Atlanta.

Combination picture showing former U.S. President Donald Trump and U.S. President Joe Biden. Reuters",Nov 11 2024,CNBC,https://www.cnbc.com/2024/11/11/investors-should-stick-to-long-term-plans-no-matter-who-is-president-advisors.html
 Georgia's election forces voters to choose between a future with Russia or Europe,"Supporters of the ruling Georgian Dream party at the party's final campaign rally in Tbilisi on Oct. 23, 2024, ahead of the Oct. 26 parliamentary elections. Giorgi Arjevanidze | Afp | Getty Images

Parliamentary elections in Georgia this weekend have been described as the vote ""of a lifetime"" that will determine whether the country moves toward Russia or the West. The vote on Saturday is being closely watched for whether the ruling ""Georgian Dream"" party — which has morphed from an expressly pro-Western grouping over its 12 years in power to a decidedly pro-Russia one in recent years — can hold on to office, or whether it will unseated by pro-Western opposition parties. Voter polls in the run-up to the vote are considered unreliable as they have generally been commissioned or conducted by pro-opposition or pro-government groups. There's also the possibility that none of the parties on the ballot paper will be able to form a government on its own and a coalition will be necessary. Close watchers of Georgian politics say Saturday's election is a pivotal moment for a country that, like other former Soviet republics, has found itself pulled between a future aligned with Russia or the West, and where political polarization has become pronounced. ""All sides agree the upcoming elections are a critical moment for Georgia's future,"" Ketevan Chachava, non-resident fellow at the Center for European Policy Analysis, said in commentary earlier this month. ""The governing Georgian Dream Party's rhetoric toward the West — its founder, Bidzina Ivanishvili, calls the West the ""party of war"" and says it forced Georgia and Russia into confrontation — has alarmed pro-European groups, international partners and observers, highlighting a broader struggle between pro-European and pro-Russian forces,"" she noted.

Campaign billboards of the ruling Georgian Dream party depicting opposition parties' leaders and activists and reading in Georgian ""No to war, No to Agents,"" in Tbilisi, on Oct. 22, 2024, ahead of the Oct. 26 parliamentary elections. Giorgi Arjevanidze | Afp | Getty Images

The Georgian Dream-led government has enacted various policies of late that have gone against the grain of its previous ambitions to join NATO and the European Union and have instead aligned it with Moscow, with the introduction of what critics and opposition parties decry as repressive laws stifling media freedoms, civil society and the rights of sexual minorities. The introduction of a Russia-style law on foreign influence in May — and a brutal police crackdown on subsequent protests at the bill — was particularly contentious, and seen as the most obvious example of Georgian Dream's slide toward a Kremlin-like style of governance. The government has since doubled down on perceived Western influences in domestic politics, saying it would seek to ban all pro-Western opposition groups if it secures a constitutional majority in this weekend's election. Despite its increasingly anti-Western rhetoric, Georgian Dream insists it still wants Georgia to join the EU and its election posters feature the party's logo along with the symbol of the EU.

People walk past campaign posters of the ruling Georgian Dream party in Tbilisi on Oct. 22, 2024, ahead of the Oct. 26 parliamentary elections. Giorgi Arjevanidze | Afp | Getty Images

The party's founder and de facto leader, the billionaire oligarch Bidzina Ivanishvili, has said the country should only become a member of the EU ""through dignity,"" and must not go to war with or sanction Russia, or harm its economy in the process. Polls suggest the majority, around 80%, of Georgia's population support membership of the EU, with around 67% supporting membership of NATO, putting a significant proportion of Georgia's 3.8 million people at odds with a government that has appeared to turn its back on those aspirations.

Critical vote

The Georgian government's perceived backtracking on human rights and democratic principles have put it in direct conflict with Washington and the EU, which have imposed sanctions on Georgian officials, and put Tbilisi's EU accession talks and funding on ice as a result. It's a rapid fall from grace as Georgia only obtained EU candidate status in December 2023. European lawmakers warned this month that ""democracy is at risk"" in Georgia, and have told Georgian Dream it must ""roll back undemocratic legislation in order to make progress in its relations with the EU,"" a statement from the European Parliament earlier in October noted.

People with Georgian and European Union flags at a gathering celebrating Europe Day outside President Salome Zurabishvili's residence in Tbilisi on May 9, 2024. Vano Shlamov | Afp | Getty Images

European lawmakers see the upcoming parliamentary elections as ""decisive in determining Georgia's future democratic development and geopolitical choice"" and its ability to make progress on its EU member state candidacy, the European Parliament noted. Analysts have widely described Georgia's election as a referendum ""for or against Europe,"" but it could also be viewed as a vote for or against remaining within Russia's sphere of influence and closer geopolitical and economic relations with Moscow. The specter of Georgia's former Soviet overlord certainly looms large over the vote, with Moscow seen to have exerted a stronger influence over the ruling Georgian Dream party in recent years, and particularly since it launched its invasion of fellow former Soviet republic and pro-Western Ukraine in February 2022. Georgian Dream refrained from joining Western and international sanctions against Russia after the war began and founder Ivanishvili has pitched the election as a choice between peace and war, casting the West as a ""Global War Party"" that would suck Georgia into a conflict with Russia, as he said it had done with Ukraine.

Georgian oligarch Bidzina Ivanishvili attends the final campaign rally of the ruling Georgian Dream party in Tbilisi on Oct. 23, 2024, ahead of Oct. 26 parliamentary elections. Giorgi Arjevanidze | Afp | Getty Images

Moscow will be watching the outcome closely, analysts at the Institute for the Study of War noted Monday, noting that the Kremlin intends to leverage any Russia-friendly Georgian government ""to enhance strategic Russian interests and Moscow's geopolitical objectives of asserting control over Eastern Europe, the South Caucasus, and Central Asia."" ""The election outcome will likely determine whether Georgia abandons its longstanding policy of aligning with the West and instead deepens economic and political ties with the Kremlin in line with the pro-Kremlin positions the ruling Georgian Dream party has increasingly taken,"" the ISW noted.

Polarization

Georgian Dream and pro-EU groups have both looked to rally supporters ahead of the vote, holding rallies in the capital Tbilisi in the last week. Georgia's President Salome Zourabichvili, staunchly critical of the ruling party, addressed crowds of supporters last weekend, telling them that the vote would ""demonstrate people's will for freedom, independence, and a European future."" ""Here today is the society, the people, the Georgians who are going to Europe,"" Zourabichvili told the crowd, many of whom were draped in EU and Georgian flags.

Georgian President Salome Zurabishvili delivers a speech during an gathering celebrating Europe Day outside her residence in Tbilisi on May 9, 2024. Vano Shlamov | Afp | Getty Images",Oct 25 2024,CNBC,https://www.cnbc.com/2024/10/25/georgias-election-sees-voters-choose-between-russia-or-europe.html
"Trump taps Lee Zeldin as EPA chief, Rep. Elise Stefanik for UN ambassador","Former U.S. President and Republican presidential candidate Donald Trump reacts as former U.S. Representative Lee Zeldin speaks at a rally ahead of the New Hampshire primary election in Concord, New Hampshire, U.S. January 19, 2024. Elizabeth Frantz | Reuters

President-elect Donald Trump said Monday that he would appoint former Rep. Lee Zeldin as administrator of the Environmental Protection Agency, and current Rep. Elise Stefanik as the U.S. ambassador to the United Nations. Both Zeldin and Stefanik are Republicans from New York. Trump said that Zeldin, an attorney who represented a Long Island congressional district for four terms, ""has been a true fighter for America First policies."" ""He will ensure fair and swift deregulatory decisions that will be enacted in a way to unleash the power of American businesses, while at the same time maintaining the highest environmental standards, including the cleanest air and water on the planet,"" Trump said in a statement.

Zeldin, 44, in a tweet wrote that ""it is an honor to join President Trump's Cabinet as EPA Administrator."" ""We will restore US energy dominance, revitalize our auto industry to bring back American jobs, and make the US the global leader of AI,"" Zeldin wrote. ""We will do so while protecting access to clean air and water."" Zeldin was the Republican Party's nominee for governor of New York in 2022, when he was defeated by incumbent Gov. Kathy Hochul. Right after Trump announced he would lead the EPA, Zeldin told Fox News, ""So day one and the first 100 days, we have the opportunity to roll back regulations that are forcing businesses to be able to struggle."" ""There are regulations that the left wing of this country have been advocating through regulatory power that ends up causing businesses to go in the wrong direction,"" he said. Zeldin has an extremely low lifetime rating score — 14% — from the League of Conservation Voters, for his many votes in the House of Representatives that were considered ""anti-environment"" by that group. The executive director of the Sierra Club, a leading environmental group, blasted Trump's selection of Zeldin for the EPA post. ""Naming an unqualified, anti-American worker who opposes efforts to safeguard our clean air and water lays bare Donald Trump's intentions to, once again, sell our health, our communities, our jobs, and our future out to corporate polluters,"" said Executive Director Ben Jealous. ""Our lives, our livelihoods, and our collective future cannot afford Lee Zeldin — or anyone who seeks to carry out a mission antithetical to the EPA's mission.""

Republican Conference Chair Elise Stefanik, R-N.Y., speaks at the Republican National Convention in Milwaukee on Tuesday, July 16, 2024. Bill Clark | CQ-Roll Call, Inc. | Getty Images",Nov 11 2024,CNBC,https://www.cnbc.com/2024/11/11/trump-taps-rep-lee-zeldin-epa-administrator-cabinet.html
Meta extends ban on new political ads past Election Day,"Meta's Mark Zuckerberg plans to visit South Korea, scheduling key meetings during the trip, according to a statement by Meta on Wednesday, which did not provide further details. Reportedly, Zuckerberg is anticipated to meet with Samsung Electronics chairman Jay Y. Lee later this month to discuss AI chip supply and other generative AI issues, as per the South Korean newspaper Seoul Economic Daily, citing unnamed sources familiar with the matter.

Meta extended its ban on new political ads on Facebook and Instagram past Election Day in the U.S.

The social media giant announced the political ads policy update on Monday, extending its ban on new political ads past Tuesday, the original end date for the restriction period.

Meta did not specify the day it will lift the restriction, saying only that the ad blocking will continue ""until later this week."" The company did not say why it extended the political advertising restriction period.

The company announced in August that any political ads that ran at least once before Oct. 29 would still be allowed to run on Meta's services in the final week before Election Day. Other political ads will not be allowed to run.

Organization with eligible ads will have ""limited editing capabilities"" while the restriction is still in place, Meta said. Those advertisers will be allowed to make scheduling, budgeting and bidding-related changes to their political ads, Meta said.

Meta enacted the same policy in 2020. The company said the policy is in place because ""we recognize there may not be enough time to contest new claims made in ads.""

Google-parent Alphabet announced a similar ad policy update last month, saying it would pause ads relating to U.S. elections from running in the U.S. after the last polls close on Tuesday. Alphabet said it would notify advertisers when it lifts the pause.

Nearly $1 billion has been spent on political ads over the last week, with the bulk of the money spent on down-ballot races throughout the U.S., according to data from advertising analytics firm AdImpact.

Watch: Tech still investing big in AI development despite few breakout products.",Nov 4 2024,CNBC,https://www.cnbc.com/2024/11/04/meta-extends-ban-on-new-political-ads-past-election-day.html
Trump and Harris vie for the Latino vote on eve of election,"Former President Donald Trump and Vice President Kamala Harris campaigned around southwestern states this week as they sought to shore up the Latino vote with only five days until Election Day.

Latino voters account for %14.7 of all eligible voters in the upcoming election, according to Pew Research Center. New Mexico, where Trump campaigned on Thursday, has the highest share of Latino voters with around 45% the population. The states with the next largest share of Latino voters include California, Texas, Arizona and Nevada. While California is reliably blue and Texas reliably red, Arizona and Nevada, where Harris held her rallies, are battleground swing states.

Although Democrats tend to have a historical advantage among Latino voters, that advantage has declined over the past four presidential cycles, according to a national NBC News/Telemundo/CNBC poll from September, especially as Trump makes strides with Latino men. One of the big reasons behind this, according to experts, is inflation and the cost of living crisis, two issues on which voters tend to trust Trump over Harris.

""So I'm here for one simple reason. I like you very much, and it's good for my credentials with the Hispanic or Latino community,"" Trump told the crowd in Albuquerque, New Mexico, Thursday, before asking them not to make him ""waste a whole damn half a day here.""

The state is blue-leaning; President Joe Biden won in 2020 by 10.8 points and former Secretary of State Hillary Clinton won by 8.3 points in 2016. But Trump thinks he can shift it,

""We almost won it twice, and let me tell you, I believe we won it twice,"" Trump said of the results of the presidential election out of New Mexico in 2020 and 2016, suggesting that the votes were rigged and that he believes he can win the state this year.

""One of the biggest reasons we will win this state is that you have among the worst border problems of any state in America, and I am the only one that knows how to fix it,"" Trump said.

But the Trump campaign also found itself in the middle of a controversy this past week that could dampen his support among Latino voters, when comedian Tony Hinchcliffe made racist remarks about Latinos at Trump's Madison Square Garden rally.

Hinchcliffe joked that Latinos ""love making babies"" and he called Puerto Rico ""a floating island of garbage."" And while campaign officials were quick to distance Trump from these remarks, the former President himself has yet to personally apologize for them.",Nov 1 2024,CNBC,https://www.cnbc.com/2024/11/01/trump-harris-latino-vote-election.html
Private prison stocks jump on Trump appointment of immigration hard-liner Tom Homan,"A guard escorts an immigrant detainee from his 'segregation cell' back into the general population at the Adelanto Detention Facility, managed by GEO Group. Getty Images

Private prison stocks rose Monday after President-elect Donald Trump selected immigration hardliner Tom Homan as his ""border czar."" The Geo Group and CoreCivic jumped more than 4% and more than 6%, respectively. Homan served as the head of Immigration and Customs Enforcement during Trump's first term.

Stock Chart Icon Stock chart icon CoreCivic, 5 days

Trump said Sunday on Truth Social that Homan ""will be in charge of all Deportation of Illegal Aliens back to their Country of Origin."" Homan will be responsible for the southern border, the northern border as well as all maritime and aviation security, Trump said. Homan told a conservative conference in July that he ""will run the biggest deportation operation this country has ever seen"" when Trump returns to office.

Stock Chart Icon Stock chart icon Geo Group, 5 days",Nov 11 2024,CNBC,https://www.cnbc.com/2024/11/11/private-prison-stocks-jump-on-trump-appointment-of-immigration-hardliner-tom-homan.html
